,image_id,question,question_id,answer
65711,389273,What expression does the person have on her face?,389273004,smile
65712,455506,What is the dog carrying?,455506001,frisbee
65713,45388,Is the person on the right scared?,45388001,no
65714,100978,What is the scenery behind the buildings?,100978003,mountains
65715,368072,"What can you see in the distance, in the water?",368072002,person
65716,426546,Are there mashed potatoes on the plate?,426546003,no
65717,452816,Is this a ski slope?,452816002,yes
65718,579673,What's the c word on the table umbrella?,579673001,coffee
65719,478250,Is there graffiti on the stop sign?,478250012,no
65720,321118,Is the computer a popular model?,321118006,yes
65721,254931,What time does  the clock say?,254931012,10:20
65722,462640,What is attached to the boat?,462640003,oars
65723,209682,What color is the trash can?,209682004,white
65724,152208,Are there instructions available online to construct a park bench and table?,152208000,yes
65725,497660,How many flags are on the truck?,497660003,0
65726,84701,How many suitcases are present?,84701000,4
65727,404655,What is the man in orange to the far left dressed as?,404655002,fred flintstone
65728,478721,What are the kids holding?,478721002,kite
65729,334782,Did she hit the ball?,334782000,yes
65730,497760,Are these zebra dead or alive?,497760000,alive
65731,8665,What kind of bird is this?,8665004,woodpecker
65732,565353,Does the guy have teeth?,565353001,yes
65733,187888,What food is unusual for this meal?,187888002,chicken
65734,320026,What boys are looking too?,320026005,luggage
65735,541391,Is this the World Series?,541391001,no
65736,126065,What is above the clock?,126065000,wall
65737,323853,Is the fruit ripe yet?,323853000,yes
65738,321861,Where is the cat doing?,321861003,smelling
65739,121989,What kind of event does this look like?,121989003,dinner
65740,230739,What color is the boat in the distance?,230739007,white
65741,346972,Are there dirty dishes?,346972002,no
65742,496090,Are both legs equally blurred?,496090001,no
65743,67252,What are these people doing?,67252000,skateboarding
65744,233298,Is the plane driving on the ground?,233298004,no
65745,288465,Are these sheep marked?,288465002,yes
65746,553141,What sport is the man doing?,553141007,skiing
65747,36607,What brand is the man's phone?,36607001,motorola
65748,28872,What are the colors of the back legs of the horse?,28872001,white
65749,441863,What material is the post made of?,441863001,metal
65750,359432,What is on this peanut butter sandwich?,359432001,bananas
65751,370375,What is the brand of the shirt?,370375001,gap
65752,163255,What is in the cup?,163255001,beer
65753,155644,How many people are there?,155644006,2
65754,574350,What type of animal is shown?,574350003,dog
65755,409156,What is the women squeezed into?,409156000,suitcase
65756,432429,What sport is this?,432429001,tennis
65757,474293,Is this in America?,474293002,no
65758,395405,Are the blinds open?,395405001,yes
65759,183049,What is the title of the seventh book?,183049002,unclear
65760,422700,How old is the baby?,422700003,1 year
65761,405249,How many candles are there?,405249002,7
65762,185903,What is the object in the back?,185903000,train
65763,26584,Is the Wii ready for game play?,26584002,no
65764,174672,Is this a stove?,174672001,yes
65765,274052,How many birds are seen in this photo?,274052001,2
65766,539196,What animal is shown?,539196001,dog
65767,302318,Where is water coming from?,302318012,river
65768,251967,What is the board made of?,251967000,wood
65769,212766,Where did this pizza come from?,212766023,domino's
65770,14450,Is the vehicle coming toward the camera?,14450001,yes
65771,355234,Is this a test for the dogs?,355234003,yes
65772,100215,Could this be a farmers market?,100215026,no
65773,199940,What color are the cat's eyes?,199940000,yellow
65774,414670,Is it winter?,414670000,yes
65775,367029,Is this a rural area?,367029002,no
65776,183287,Is this canned fruit?,183287003,yes
65777,276215,Where was the picture taken?,276215004,seattle
65778,239808,What is the white stuff?,239808005,potatoes
65779,561187,What is the horse being loaded up into?,561187009,nothing
65780,167486,What is the person sitting on in the photo?,167486002,bike
65781,333630,Where is this?,333630004,dance hall
65782,490515,Has he fallen and can he get up?,490515003,yes
65783,391347,What streets are these?,391347002,swamp fox and gamecock
65784,570471,How many arms are in the picture?,570471003,3
65785,405736,What color is the man's shirt?,405736001,black
65786,490567,Is the light on?,490567005,yes
65787,395831,What brand of soda sits beside the box?,395831001,coke
65788,343934,What type of art is on the walls?,343934002,graffiti
65789,263299,Is it raining or is it sunny?,263299003,sunny
65790,145383,How many propellers does the plane have?,145383004,1
65791,512974,Are those surround sound speakers?,512974000,yes
65792,231991,What is in the person's right hand?,231991000,mouse
65793,133693,Is it cloudy or clear?,133693018,cloudy
65794,296317,Where are the animals grazing?,296317009,grass
65795,40989,Is this a good description of teamwork?,40989000,no
65796,523100,Is this a vegan meal?,523100005,yes
65797,324435,What type of establishment is this?,324435007,market
65798,199203,How many ovens can be seen?,199203005,1
65799,178435,Is the bigger sheep possibly a father?,178435003,no
65800,168583,Which boy is wearing  a watch?,168583006,neither
65801,297314,Yes he is?,297314006,yes
65802,396200,"According to the traffic lights in the back, is it safe for traffic to proceed?",396200008,yes
65803,168200,Is the plane blue on the lower side?,168200001,yes
65804,472472,Are they going to surf?,472472005,no
65805,361750,Is the toilet seat up?,361750000,no
65806,50124,What person's name is on the bus?,50124013,django
65807,248270,Are the boats stranded?,248270001,no
65808,215982,Are these people in a house?,215982005,yes
65809,517687,How many Nokia brand phones are available?,517687000,2
65810,480757,What color is the seat?,480757003,black
65811,463653,Are the animals somewhat domesticated?,463653000,no
65812,99581,What is the font saying?,99581003,navigation pad
65813,138185,Is he doing this in the daytime?,138185002,yes
65814,374368,Is the man wearing a hat?,374368003,no
65815,335887,What color is the front train?,335887004,yellow
65816,280810,What is the name of the two vegetables?,280810012,carrots and broccoli
65817,31368,What color plate are the hotdogs on?,31368003,blue and white
65818,181666,Are these animals all the same color?,181666001,no
65819,453785,Could a person climb through the window?,453785001,yes
65820,447328,What color is the kitchen countertop?,447328005,gray
65821,405657,Is there a woman in the photo?,405657001,no
65822,401897,Where is the man running?,401897003,into water
65823,268745,How many people in the shot?,268745008,1
65824,177246,Is this a whole grain waffle?,177246000,no
65825,156572,How many boys are shown?,156572000,2
65826,405368,What make is the phone?,405368000,nokia
65827,516224,Does this train work?,516224003,yes
65828,209682,Is there sunlight coming through the window?,209682006,no
65829,113473,What is she eating?,113473000,hot dog
65830,313872,How many pink wheels?,313872002,2
65831,140713,What is the elephant eating?,140713012,grass
65832,31634,Is the light on?,31634001,yes
65833,65533,Are there birds?,65533001,yes
65834,369373,What color is the couch?,369373000,beige
65835,159742,Is the back giraffe's mouth open?,159742001,no
65836,446517,Are the flowers thriving?,446517002,no
65837,197796,Is the sink clean?,197796000,yes
65838,478393,Does the cat have its eyes closed?,478393002,yes
65839,361258,What color are the tops?,361258000,blue
65840,354527,Has dinner started yet?,354527001,no
65841,279677,What is the person in the picture holding in their hand?,279677005,kite
65842,401027,Is the water in the glass cold?,401027000,no
65843,179199,Is the person holding the umbrella real?,179199000,no
65844,217522,What liquid is for sale?,217522010,soda
65845,392915,What color is the sink?,392915049,silver
65846,254994,How many people are there?,254994018,1
65847,261072,Are both phones the same size?,261072019,no
65848,188819,How many pieces are the phone?,188819002,2
65849,109486,Is this an artistic photograph?,109486001,yes
65850,326970,How many people are shown?,326970008,3
65851,239145,What is the green thing on the burger?,239145001,lettuce
65852,75725,What do people most commonly do in this space?,75725001,pray
65853,101828,Where is the horse's tail?,101828004,on it's rear
65854,50232,Where is the clock?,50232002,tower
65855,581328,What do the initial stand for?,581328000,san francisco
65856,119132,Are the planes facing down or up?,119132004,up
65857,562171,Is the giraffe standing properly?,562171000,yes
65858,328836,Is the guy jogging or running?,328836004,jogging
65859,555476,What city is this in?,555476000,fremont
65860,455946,What is in the crack of the sidewalk?,455946000,cigarette
65861,556641,Are there any roses in the flower arrangement?,556641002,no
65862,235239,What time of day is this?,235239009,morning
65863,164366,What color is the woman's hair?,164366001,blonde
65864,553320,Is there a bench in the garden?,553320009,no
65865,359135,Are they fighting?,359135002,yes
65866,100215,Is the couple young?,100215009,yes
65867,409259,What type of material is the bowl made of?,409259000,ceramic
65868,135256,What is the food in?,135256001,bowl
65869,529139,What sport is the man playing?,529139009,video game
65870,171382,Is one of the people dressed as a Mickey Mouse?,171382003,no
65871,276437,Is the train on transit?,276437005,yes
65872,479617,Is there cheese?,479617008,no
65873,200381,What is the man biting?,200381012,straw
65874,86483,What is the building made of?,86483000,brick
65875,31965,What type of geological environment is this?,31965001,mountain
65876,73560,Is this a healthy dinner?,73560001,no
65877,128939,Is a fast food restaurant in the background?,128939006,no
65878,142337,Does the Matt match the shower curtain?,142337005,no
65879,178435,Are these sheep waiting to be sheared?,178435000,yes
65880,103931,What is the little girl trying to catch?,103931006,kite
65881,222424,Which clock is facing toward the sun?,222424008,right
65882,381037,Is this a cat?,381037008,yes
65883,499110,Are the giraffes behind a fence?,499110001,yes
65884,135561,How many lamps are shown?,135561005,3
65885,495160,Is the coach in this picture?,495160002,yes
65886,491755,Does this couch convert to a bed?,491755014,no
65887,351787,Is there a green fence?,351787006,no
